Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14
35, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
36, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0
37, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
38, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
39, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
40, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
41, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
42, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
43, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
44, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
45, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
46, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
47, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
48, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0
49, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0
50, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0
51, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0
52, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
53, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
54, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
55, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
56, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
57, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
58, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
59, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
60, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
61, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
62, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
63, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
64, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0
65, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 1
66, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 1
67, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 1
68, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 1
69, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
70, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
71, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
72, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
73, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
74, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
75, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
76, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
77, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
78, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
79, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
80, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
81, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 3
82, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 3
83, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 3
84, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 3
85, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 3
86, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 3
87, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 3
88, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
89, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
90, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
91, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
92, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
93, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
94, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
95, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
96, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
97, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
98, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
99, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
100, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
101, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
102, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
103, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
104, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
105, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
106, 1, 0, 0, 0, 0, 1, 0, 2, 2, 0, 1, 0, 0, 1, 3
107, 1, 0, 0, 0, 0, 1, 1, 2, 2, 0, 1, 0, 0, 1, 3
108, 1, 0, 0, 0, 1, 1, 1, 2, 2, 0, 1, 0, 0, 1, 3
109, 1, 0, 0, 0, 1, 1, 2, 2, 2, 0, 1, 0, 0, 1, 3
110, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 0, 0, 1, 3
111, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 0, 0, 1, 3
112, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
113, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
114, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
115, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
116, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
117, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
118, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
119, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
120, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
121, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
122, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
123, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
124, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
125, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
126, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
127, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
128, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 1, 0, 1, 3
129, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 2, 0, 1, 3
130, 1, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 2, 0, 1, 3
131, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 0, 1, 3
132, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 0, 1, 3
133, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 3
134, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 3
135, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 3
136, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 3
137, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 3
138, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 3
139, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 3
140, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 3
141, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 3
142, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 3
143, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
144, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
145, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
146, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
147, 1, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
148, 2, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
149, 2, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
150, 2, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
151, 2, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
152, 2, 0, 0, 0, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
153, 2, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
154, 2, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
155, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
156, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
157, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
158, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 1, 1, 4
159, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
160, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
161, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
162, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
163, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
164, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
165, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
166, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
167, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
168, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
169, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
170, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
171, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
172, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
173, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
174, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
175, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
176, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
177, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
178, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
179, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
180, 3, 1, 0, 1, 1, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
181, 3, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
182, 3, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
183, 3, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
184, 3, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
185, 3, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
186, 3, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
187, 3, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
188, 3, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
189, 3, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
190, 3, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
191, 3, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
192, 4, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 2, 1, 4
193, 4, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 3, 2, 1, 4
194, 4, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 3, 2, 1, 4
195, 4, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 4, 2, 1, 4
196, 4, 1, 0, 1, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
197, 4, 1, 0, 1, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
198, 4, 1, 0, 1, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
199, 4, 1, 0, 1, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
200, 4, 1, 0, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
201, 4, 1, 0, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
202, 4, 1, 0, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
203, 4, 1, 0, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
204, 4, 1, 1, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
205, 4, 1, 1, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
206, 4, 1, 1, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
207, 4, 1, 2, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
208, 4, 1, 2, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
209, 4, 1, 2, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
210, 4, 1, 2, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
211, 4, 1, 2, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
212, 4, 1, 2, 2, 2, 1, 3, 3, 3, 0, 1, 4, 2, 1, 4
213, 4, 1, 3, 2, 2, 1, 3, 3, 3, 0, 2, 4, 2, 1, 5
214, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 4, 2, 1, 5
215, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 4, 2, 1, 5
216, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
217, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
218, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
219, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
220, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
221, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
222, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
223, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
224, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
225, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
226, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
227, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 5, 2, 1, 5
228, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
229, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
230, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
231, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
232, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
233, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
234, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
235, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
236, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
237, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
238, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
239, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 5
240, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
241, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
242, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
243, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
244, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
245, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
246, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
247, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
248, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
249, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
250, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
251, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
252, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
253, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
254, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
255, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
256, 4, 1, 4, 2, 2, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
257, 4, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
258, 4, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
259, 4, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
260, 4, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
261, 4, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
262, 4, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
263, 4, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
264, 5, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
265, 5, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
266, 5, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
267, 5, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
268, 5, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
269, 5, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
270, 5, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
271, 5, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
272, 5, 1, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
273, 5, 2, 4, 2, 3, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
274, 5, 2, 4, 2, 4, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
275, 5, 2, 4, 2, 4, 1, 3, 3, 3, 0, 2, 6, 2, 1, 6
276, 5, 2, 4, 2, 4, 1, 3, 3, 3, 0, 2, 7, 2, 1, 6
277, 5, 2, 4, 2, 5, 1, 3, 3, 3, 0, 2, 7, 2, 1, 6
278, 5, 2, 4, 2, 5, 1, 3, 3, 3, 0, 2, 7, 2, 1, 6
279, 5, 2, 4, 2, 5, 1, 3, 3, 3, 0, 2, 7, 2, 1, 6
280, 5, 2, 4, 2, 5, 1, 3, 3, 3, 0, 2, 7, 2, 1, 6
281, 5, 2, 4, 2, 5, 1, 3, 3, 3, 0, 2, 7, 2, 1, 6
282, 5, 2, 4, 2, 5, 1, 3, 3, 3, 0, 2, 7, 2, 1, 6
283, 5, 2, 5, 2, 5, 1, 3, 3, 3, 0, 2, 7, 2, 1, 6
284, 5, 2, 5, 2, 5, 1, 3, 3, 3, 0, 2, 7, 2, 1, 6
285, 5, 2, 5, 2, 5, 1, 3, 4, 3, 0, 2, 7, 2, 1, 6
286, 5, 2, 5, 2, 5, 2, 3, 4, 3, 0, 2, 7, 2, 1, 6
287, 5, 2, 5, 3, 5, 2, 3, 4, 3, 0, 2, 7, 2, 1, 6
288, 5, 2, 5, 4, 5, 2, 3, 4, 3, 0, 2, 7, 2, 1, 7
289, 5, 2, 5, 4, 5, 2, 3, 4, 3, 0, 2, 7, 2, 1, 7
290, 5, 2, 5, 4, 5, 2, 3, 4, 3, 0, 2, 7, 2, 1, 7
291, 5, 2, 5, 4, 5, 2, 3, 4, 3, 0, 2, 7, 2, 1, 7
292, 5, 2, 5, 4, 5, 2, 3, 4, 3, 0, 2, 7, 2, 1, 7
293, 5, 2, 5, 4, 5, 2, 3, 4, 3, 0, 2, 7, 2, 1, 7
